Year,Week,Unique id,State,Area,Disease,No of cases,No of deaths,Date of start,Date of reporting
2024,32,MH/AHM/2024/32/192,Maharashtra,Ahmednagar,Diarrheal,20,0,08-08-2024,09-08-2024
2024,32,MH/AMT/2024/32/192,Maharashtra,Amravati,Gastroenterit,26,0,05-08-2024,05-08-2024
2024,32,MH/BND/2024/32/192,Maharashtra,Bhandara,Chickenpox,18,0,05-08-2024,05-08-2024
2024,32,MH/PLG/2024/32/192,Maharashtra,Palghar,Diarrheal,249,1,06-08-2024,06-08-2024
2024,32,MH/PNE/2024/32/192,Maharashtra,Pune,Zika Virus,1,0,03-08-2024,07-08-2024
2024,32,MH/PNE/2024/32/196,Maharashtra,Pune,Zika Virus,3,0,30-07-2024,31-07-2024
2024,32,MH/PNE/2024/32/196,Maharashtra,Pune,Zika Virus,2,0,30-07-2024,31-07-2024
2024,32,MH/PNE/2024/32/196,Maharashtra,Pune,Zika Virus,1,0,30-07-2024,31-07-2024
2024,33,MH/AMR/2024/33/201,Maharashtra,Amravati,Diarrheal,87,0,14-08-2024,16-08-2024
2024,33,MH/STA/2024/33/201,Maharashtra,Satara,Chikungunya,28,0,06-08-2024,12-08-2024
2024,33,MH/PNE/2024/33/204,Maharashtra,Pune,Zika Virus,2,0,02-08-2024,03-08-2024
2024,34,MH/AMR/2024/34/207,Maharashtra,Amravati,Food Poisoning,6,1,17-08-2024,21-08-2024
2024,34,MH/ARG/2024/34/207,Maharashtra,Aurangabad,Food Poisoning,181,0,18-08-2024,20-08-2024
2024,34,MH/PLG/2024/34/207,Maharashtra,Palghar,Dengue,3,1,22-08-2024,23-08-2024
2024,34,MH/PNE/2024/34/211,Maharashtra,Pune,Zika Virus,1,0,15-08-2024,16-08-2024
2024,34,MH/PNE/2024/34/211,Maharashtra,Pune,Zika Virus,1,0,14-08-2024,15-08-2024
2024,35,MH/BED/2024/35/215,Maharashtra,Beed,Hepatitis,9,0,28-08-2024,29-08-2024
2024,35,MH/PLG/2024/35/215,Maharashtra,Palghar,Malaria,41,0,28-08-2024,29-08-2024
2024,35,MH/PNE/2024/35/218,Maharashtra,Pune,Dengue,37,0,01-07-2024,02-07-2024
2024,36,MH/HNG/2024/36/222,Maharashtra,Hingoli,Diarrheal,7,0,05-09-2024,07-09-2024
2024,36,MH/KOP/2024/36/222,Maharashtra,Kolhapur,Hepatitis,48,0,02-09-2024,03-09-2024
2024,36,MH/NAN/2024/36/222,Maharashtra,Nanded,Dengue,7,0,05-09-2024,06-09-2024
2024,36,MH/OSM/2024/36/222,Maharashtra,Osmanabad,Dengue,21,1,02-09-2024,04-09-2024
2024,36,MH/THE/2024/36/222,Maharashtra,Thane,Malaria,1,1,06-09-2024,06-09-2024
2024,36,MH/THE/2024/36/222,Maharashtra,Thane,Dengue,7,1,31-08-2024,05-09-2024
2024,36,MH/THE/2024/36/225,Maharashtra,Thane,Malaria,4,1,22-08-2024,06-09-2024
2024,37,MH/AMR/2024/37/228,Maharashtra,Amravati,Diarrheal,67,2,11-09-2024,12-09-2024
2024,37,MH/BHD/2024/37/228,Maharashtra,Bhandara,Diarrheal,20,0,14-09-2024,14-09-2024
2024,37,MH/BUL/2024/37/228,Maharashtra,Buldhana,Diarrheal,26,0,07-09-2024,10-09-2024
2024,37,MH/NDB/2024/37/228,Maharashtra,Nandurbar,Diarrheal,16,0,08-09-2024,09-09-2024
2024,37,MH/GDC/2024/37/230,Maharashtra,Gadchiroli,Malaria,5,2,05-09-2024,10-09-2024
2024,38,MH/GDC/2024/38/233,Maharashtra,Gadchiroli,Food Poisoning,1,1,18-09-2024,19-09-2024
2024,38,MH/LAT/2024/38/233,Maharashtra,Latur,Hepatitis,65,0,18-09-2024,18-09-2024
2024,38,MH/PNE/2024/38/233,Maharashtra,Pune,Cholera,6,0,16-09-2024,19-09-2024
2024,38,MH/PNE/2024/38/236,Maharashtra,Pune,Dengue,6,0,05-09-2024,20-09-2024
2024,39,MH/BED/2024/39/239,Maharashtra,Beed,Hepatitis,10,0,21-09-2024,23-09-2024
2024,39,MH/BND/2024/39/239,Maharashtra,Bhandara,Food Poisoning,42,0,27-09-2024,28-09-2024
2024,39,MH/KOP/2024/39/239,Maharashtra,Kolhapur,Hepatitis,12,0,27-09-2024,27-09-2024
2024,39,MH/NND/2024/39/239,Maharashtra,Nanded,Diarrheal,26,0,28-09-2024,28-09-2024
2024,39,MH/WAS/2024/39/239,Maharashtra,Washim,Chikungunya,9,0,26-09-2024,27-09-2024
2024,39,MH/THE/2024/39/241,Maharashtra,Thane,Cholera,7,1,10-09-2024,28-09-2024
2024,39,MH/THE/2024/39/241,Maharashtra,Thane,Cholera,18,0,18-09-2024,29-09-2024
2024,40,MH/AMR/2024/40/245,Maharashtra,Amravati,Food Poisoning,10,0,05-10-2024,06-10-2024
2024,40,MH/GOG/2024/40/245,Maharashtra,Gondia,Cholera,17,0,03-10-2024,03-10-2024
2024,40,MH/LAT/2024/40/245,Maharashtra,Latur,Food Poisoning,55,0,06-10-2024,07-10-2024
2024,40,MH/RIG/2024/40/245,Maharashtra,Raigad,Chikungunya,19,0,30-09-2024,30-09-2024
2024,40,MH/SAB/2024/40/245,Maharashtra,Sangli,Food Poisoning,246,0,06-10-2024,07-10-2024
2024,40,MH/THE/2024/40/245,Maharashtra,Thane,Diarrheal,47,0,02-10-2024,04-10-2024
2024,41,MH/NAG/2024/41/249,Maharashtra,Nagpur,Diarrheal,136,0,11-10-2024,11-10-2024
2024,41,MH/PRB/2024/41/249,Maharashtra,Parbhani,Diarrheal,30,0,05-10-2024,07-10-2024
2024,41,MH/PNE/2024/41/249,Maharashtra,Pune,Diarrheal,28,0,10-10-2024,11-10-2024
2024,42,MH/AMN/2024/42/256,Maharashtra,Ahmednagar,Cholera,8,0,14-10-2024,14-10-2024
2024,42,MH/DHL/2024/42/256,Maharashtra,Dhule,Diarrheal,30,1,17-10-2024,17-10-2024
2024,42,MH/KOP/2024/42/256,Maharashtra,Kolhapur,Food Poisoning,88,0,14-10-2024,14-10-2024
2024,42,MH/NAD/2024/42/256,Maharashtra,Nanded,Chikungunya,7,0,16-10-2024,17-10-2024
2024,42,MH/NAS/2024/42/256,Maharashtra,Nashik,Diarrheal,10,0,14-10-2024,15-10-2024
2024,42,MH/PRB/2024/42/256,Maharashtra,Parbhani,Chikungunya,6,0,17-10-2024,17-10-2024
2024,42,MH/THE/2024/42/256,Maharashtra,Thane,Food Poisoning,10,0,18-10-2024,19-10-2024
2024,42,MH/THE/2024/42/256,Maharashtra,Thane,Hepatitis,6,1,15-10-2024,19-10-2024
2024,42,MH/WRD/2024/42/257,Maharashtra,Wardha,Diarrheal,12,0,17-10-2024,18-10-2024
2024,43,MH/AHM/2024/43/261,Maharashtra,Ahmednagar,Diarrheal,129,0,20-10-2024,22-10-2024
2024,43,MH/NAS/2024/43/263,Maharashtra,Nashik,Diarrheal,171,0,17-10-2024,23-10-2024
2024,43,MH/RIG/2024/43/263,Maharashtra,Raigad,Hepatitis,37,0,17-10-2024,24-10-2024
2024,44,MH/PLG/2024/44/265,Maharashtra,Palghar,Dengue,22,1,29-10-2024,30-10-2024
2024,44,MH/THN/2024/44/266,Maharashtra,Thane,Diarrheal,97,0,28-10-2024,31-10-2024
2024,44,MH/NAS/2024/44/267,Maharashtra,Nashik,Diarrheal,18,0,24-10-2024,01-11-2024
2024,45,MH/AHM/2024/45/270,Maharashtra,Ahmednagar,Dengue,23,0,06-11-2024,07-11-2024
2024,45,MH/CHN/2024/45/270,Maharashtra,Chandrapur,Diarrheal,61,0,05-11-2024,07-11-2024
2024,46,MH/NSH/2024/46/274,Maharashtra,Nashik,Diarrheal,21,1,13-11-2024,14-11-2024
2024,46,MH/PRB/2024/46/275,Maharashtra,Parbhani,Chikungunya,14,0,12-11-2024,14-11-2024
2024,46,MH/RIG/2024/46/275,Maharashtra,Raigad,Chikungunya,27,0,09-11-2024,14-11-2024
2024,46,MH/SDG/2024/46/275,Maharashtra,Sindhudurg,Leptospirosis,1,1,14-11-2024,14-11-2024
2024,47,MH/WHD/2024/47/280,Maharashtra,Wardha,Dengue,5,1,21-11-2024,22-11-2024
2024,48,MH/AMR/2024/48/284,Maharashtra,Amravati,Chikungunya,12,0,25-11-2024,26-11-2024
2024,48,MH/KOH/2024/48/284,Maharashtra,Kolhapur,Diarrheal,165,0,30-11-2024,30-11-2024
2024,48,MH/KOH/2024/48/284,Maharashtra,Kolhapur,Food Poisoning,18,0,26-11-2024,27-11-2024
2024,48,MH/NAN/2024/48/285,Maharashtra,Nanded,Chikungunya,14,0,26-11-2024,27-11-2024
2024,48,MH/PLG/2024/48/285,Maharashtra,Palghar,Leptospirosis,7,1,23-11-2024,25-11-2024
2024,48,MH/PNE/2024/48/285,Maharashtra,Pune,Zika Virus,1,0,25-11-2024,27-11-2024
2024,48,MH/SIN/2024/48/285,Maharashtra,Sindhudurg,Hepatitis,10,0,30-11-2024,30-11-2024
2024,48,MH/WAS/2024/48/285,Maharashtra,Washim,Dengue,9,0,30-11-2024,30-11-2024
2024,49,MH/SAN/2024/49/288,Maharashtra,Sangli,Hepatitis,9,0,05-12-2024,06-12-2024
2024,50,MH/GDC/2024/50/293,Maharashtra,Gadchiroli,Malaria,2,1,09-12-2024,09-12-2024
2024,50,MH/THE/2024/50/293,Maharashtra,Thane,Diarrheal,5,1,06-12-2024,09-12-2024
2024,50,MH/WRD/2024/50/293,Maharashtra,Wardha,Food Poisoning,39,0,12-12-2024,13-12-2024
2024,51,MH/BHN/2024/51/297,Maharashtra,Bhandara,Leptospirosis,3,0,19-12-2024,19-12-2024
2024,51,MH/NAN/2024/51/297,Maharashtra,Nandurbar,Food Poisoning,22,0,12-12-2024,17-12-2024
2024,51,MH/SNG/2024/51/297,Maharashtra,Sangli,Diarrheal,49,0,17-12-2024,17-12-2024
2024,52,MH/BUL/2024/52/300,Maharashtra,Buldhana,Food Poisoning,93,0,24-12-2024,26-12-2024
2024,52,MH/OSM/2024/52/300,Maharashtra,Osmanabad,Chikungunya,5,0,22-12-2024,23-12-2024
2024,52,MH/THE/2024/52/301,Maharashtra,Thane,Human Rabies,1,1,11-12-2024,12-12-2024
2023,1,MH/AKL/2023/01/10,Maharashtra,Akola,Food Poisoning,88,0,01-01-2023,03-01-2023
2023,1,MH/THN/2023/01/26,Maharashtra,Thane,Dengue,3,1,21-09-2022,22-09-2022
2023,1,MH/AMR/2023/01/27,Maharashtra,Amravati,Diarrheal,44,0,16-12-2022,17-12-2022
2023,2,MH/NAN/2023/02/45,Maharashtra,Nanded,Measles,3,0,13-01-2023,13-01-2023
2023,2,MH/NAN/2023/02/46,Maharashtra,Nanded,Measles,3,0,13-01-2023,13-01-2023
2023,2,MH/NAN/2023/02/47,Maharashtra,Nanded,Measles,3,0,12-01-2023,13-01-2023
2023,2,MH/PNE/2023/02/49,Maharashtra,Pune,Food Poisoning,8,0,08-12-2022,09-12-2022
2023,3,MH/AGB/2023/03/65,Maharashtra,Aurangabad,Measles,14,0,30-12-2022,31-12-2022
2023,5,MH/LTR/2023/05/106,Maharashtra,Latur,Measles,7,0,30-01-2023,30-01-2023
2023,5,MH/SGL/2023/05/107,Maharashtra,Sangli,Food Poisoning,34,0,27-01-2023,31-01-2023
2023,5,MH/AMN/2023/05/116,Maharashtra,Ahmednagar,Dengue,2,1,13-01-2023,14-01-2023
2023,7,MH/OSM/2023/07/147,Maharashtra,Osmanabad,Food Poisoning,13,0,19-02-2023,19-02-2023
2023,7,MH/SHO/2023/07/157,Maharashtra,Solapur,Food Poisoning,66,0,02-02-2023,03-02-2023
2023,8,MH/PNE/2023/08/182,Maharashtra,Pune,Diarrheal,49,0,09-02-2023,10-02-2023
2023,9,MH/AMN/2023/09/191,Maharashtra,Ahmednagar,Fever,120,0,24-02-2023,01-03-2023
2023,13,MH/PNE/2023/13/262,Maharashtra,Pune,Measles,5,0,19-01-2023,02-03-2023
2023,13,MH/PNE/2023/13/263,Maharashtra,Pune,Measles,8,0,19-01-2023,03-03-2023
2023,13,MH/RGD/2023/13/264,Maharashtra,Raigad,Leptospirosis,20,1,06-02-2023,04-03-2023
2023,17,MH/NAN/2023/17/338,Maharashtra,Nanded,Dengue,13,0,28-04-2023,30-04-2023
2023,20,MH/YVT/2023/20/408,Maharashtra,Yavatmal,Food Poisoning,21,0,17-05-2023,19-05-2023
2023,22,MH/GAD/2023/22/461,Maharashtra,Gadchiroli,Malaria,19,1,29-05-2023,29-05-2023
2023,22,MH/STA/2023/22/462,Maharashtra,Satara,Food Poisoning,101,0,30-05-2023,03-06-2023
2023,22,MH/GAD/2023/22/485,Maharashtra,Gadchiroli,Malaria,6,1,25-05-2023,26-05-2023
2023,22,MH/GAD/2023/22/486,Maharashtra,Gadchiroli,Malaria,21,1,23-05-2023,24-05-2023
2023,23,MH/YVT/2023/23/506,Maharashtra,Yavatmal,Diarrheal,107,0,03-06-2023,05-06-2023
2023,24,MH/OSM/2023/24/530,Maharashtra,Osmanabad,Dengue,10,0,15-06-2023,27-06-2023
2023,24,MH/SAT/2023/24/531,Maharashtra,Satara,Diarrheal,23,1,12-06-2023,14-06-2023
2023,24,MH/WAS/2023/24/532,Maharashtra,Washim,Dengue,48,0,12-06-2023,12-06-2023
2023,25,MH/GAD/2023/25/587,Maharashtra,Gadchiroli,Malaria,37,1,23-06-2023,23-06-2023
2023,25,MH/HIN/2023/25/588,Maharashtra,Hingoli,Diarrheal,64,0,23-06-2023,25-06-2023
2023,25,MH/KOP/2023/25/589,Maharashtra,Kolhapur,Dengue,79,0,22-06-2023,23-06-2023
2023,25,MH/KOP/2023/25/590,Maharashtra,Kolhapur,Dengue,34,0,22-06-2023,23-06-2023
2023,25,MH/OSM/2023/25/591,Maharashtra,Osmanabad,Chikungunya,6,0,20-06-2023,23-06-2023
2023,25,MH/PNE/2023/25/592,Maharashtra,Pune,Dengue,9,0,21-06-2023,23-06-2023
2023,26,MH/CND/2023/26/648,Maharashtra,Chandrapur,Malaria,42,1,26-06-2023,27-06-2023
2023,26,MH/JGA/2023/26/649,Maharashtra,Jalgaon,Diarrheal,28,0,29-06-2023,01-07-2023
2023,26,MH/PRB/2023/26/650,Maharashtra,Parbhani,Food Poisoning,54,0,25-06-2023,26-06-2023
2023,26,MH/PNE/2023/26/651,Maharashtra,Pune,Dengue,5,1,20-06-2023,28-06-2023
2023,26,MH/THN/2023/26/652,Maharashtra,Thane,Leptospirosis,6,0,19-06-2023,28-06-2023
2023,26,MH/STA/2023/26/664,Maharashtra,Satara,Dengue,5,0,14-06-2023,15-06-2023
2023,26,MH/THN/2023/26/665,Maharashtra,Thane,Dengue,8,1,10-06-2023,11-06-2023
2023,27,MH/AKL/2023/27/695,Maharashtra,Akola,Dengue,17,0,04-07-2023,05-07-2023
2023,27,MH/AMR/2023/27/696,Maharashtra,Amravati,Malaria,46,0,08-07-2023,08-07-2023
2023,27,MH/KOP/2023/27/697,Maharashtra,Kolhapur,Dengue,44,0,07-07-2023,07-07-2023
2023,27,MH/LTR/2023/27/698,Maharashtra,Latur,Chikungunya,9,0,03-07-2023,03-07-2023
2023,27,MH/NAN/2023/27/699,Maharashtra,Nanded,Diarrhoeal,26,0,30-06-2023,03-07-2023
2023,27,MH/STA/2023/27/700,Maharashtra,Satara,Chikungunya,6,0,03-07-2023,06-07-2023
2023,27,MH/STA/2023/27/711,Maharashtra,Satara,Dengue,5,0,27-06-2023,28-06-2023
2023,27,MH/SIN/2023/27/712,Maharashtra,Sindhudurg,Dengue,10,1,27-06-2023,28-06-2023
2023,28,MH/JLN/2023/28/741,Maharashtra,Jalna,Dengue,10,2,07-07-2023,11-07-2023
2023,28,MH/PLR/2023/28/742,Maharashtra,Palaghar,Dengue,12,0,15-07-2023,15-07-2023
2023,28,MH/SIN/2023/28/743,Maharashtra,Sindhudurg,Diarrheal,30,0,12-07-2023,12-07-2023
2023,28,MH/YVT/2023/28/744,Maharashtra,Yavatmal,Diarrheal,76,0,12-07-2023,14-07-2023
2023,29,MH/GAD/2023/29/795,Maharashtra,Gadchiroli,Dengue,44,0,19-07-2023,19-07-2023
2023,29,MH/OSM/2023/29/796,Maharashtra,Osmanabad,Dengue,7,0,22-07-2023,22-07-2023
2023,29,MH/TNE/2023/29/797,Maharashtra,Thane,Fever,12,0,12-07-2023,18-07-2023
2023,30,MH/AMR/2023/30/833,Maharashtra,Amravati,Diarrheal,42,0,27-07-2023,28-07-2023
2023,30,MH/AMR/2023/30/834,Maharashtra,Amravati,Leptospirosis,7,0,21-07-2023,24-07-2023
2023,30,MH/BNR/2023/30/835,Maharashtra,Bhandara,Dengue,30,0,27-07-2023,27-07-2023
2023,30,MH/NAG/2023/30/836,Maharashtra,Nagpur,Dengue,91,1,27-07-2023,28-07-2023
2023,30,MH/OSM/2023/30/837,Maharashtra,Osmanabad,Dengue,9,0,26-07-2023,26-07-2023
2023,30,MH/RGD/2023/30/838,Maharashtra,Raigad,Dengue,11,1,28-07-2023,28-07-2023
2023,30,MH/BUL/2023/30/855,Maharashtra,Buldhana,Dengue,33,0,20-06-2023,21-06-2023
2023,31,MH/AGB/2023/31/884,Maharashtra,Aurangabad,Dengue,11,0,03-08-2023,03-08-2023
2023,31,MH/AGB/2023/31/885,Maharashtra,Aurangabad,Fever,4,1,28-07-2023,31-07-2023
2023,31,MH/KOP/2023/31/886,Maharashtra,Kolhapur,Fever,24,1,04-08-2023,04-08-2023
2023,31,MH/NAG/2023/31/887,Maharashtra,Nagpur,Fever,6,1,03-08-2023,03-08-2023
2023,31,MH/OSM/2023/31/888,Maharashtra,Osmanabad,Fever,69,0,04-08-2023,05-08-2023
2023,32,MH/GOD/2023/32/945,Maharashtra,Gondia,Malaria,64,1,29-07-2023,30-07-2023
2023,32,MH/STA/2023/32/946,Maharashtra,Satara,Dengue,5,0,28-07-2023,29-07-2023
2023,32,MH/YVT/2023/32/947,Maharashtra,Yavatmal,Diarrheal,41,0,05-08-2023,06-08-2023
2023,33,MH/BED/2023/33/984,Maharashtra,Beed,Dengue,17,1,17-08-2023,17-08-2023
2023,33,MH/BED/2023/33/985,Maharashtra,Beed,Dengue,7,1,17-08-2023,17-08-2023
2023,33,MH/GAD/2023/33/986,Maharashtra,Gadchiroli,Malaria,2,1,18-08-2023,19-08-2023
2023,33,MH/GAD/2023/33/987,Maharashtra,Gadchiroli,Dengue,34,0,17-08-2023,18-08-2023
2023,33,MH/GAD/2023/33/988,Maharashtra,Gadchiroli,Dengue,11,0,17-08-2023,18-08-2023
2023,33,MH/JLN/2023/33/989,Maharashtra,Jalna,Dengue,5,1,12-08-2023,18-08-2023
2023,33,MH/THN/2023/33/990,Maharashtra,Thane,Leptospirosis,1,1,15-08-2023,18-08-2023
2023,34,MH/AGB/2023/34/103,Maharashtra,Aurangabad,Dengue,19,0,24-08-2023,25-08-2023
2023,34,MH/BNR/2023/34/103,Maharashtra,Bhandara,Diarrheal,49,0,24-08-2023,25-08-2023
2023,34,MH/BNR/2023/34/104,Maharashtra,Bhandara,Malaria,4,2,21-08-2023,22-08-2023
2023,34,MH/KOP/2023/34/104,Maharashtra,Kolhapur,Dengue,43,0,23-08-2023,24-08-2023
2023,34,MH/PRB/2023/34/104,Maharashtra,Parbhani,Diarrheal,47,0,21-08-2023,25-08-2023
2023,34,MH/MMS/2023/34/107,Maharashtra,unknown,Zika Virus,1,0,10-08-2023,11-08-2023
2023,35,MH/GAD/2023/35/111,Maharashtra,Gadchiroli,Food Poisoning,2,0,28-08-2023,29-08-2023
2023,35,MH/KOP/2023/35/111,Maharashtra,Kolhapur,Fever,19,0,28-08-2023,28-08-2023
2023,35,MH/KOP/2023/35/111,Maharashtra,Kolhapur,Dengue,56,0,28-08-2023,28-08-2023
2023,35,MH/NAN/2023/35/111,Maharashtra,Nanded,Encephalitic,21,1,01-09-2023,02-09-2023
2023,35,MH/OSM/2023/35/111,Maharashtra,Osmanabad,Dengue,10,1,30-08-2023,31-08-2023
2023,35,MH/OSM/2023/35/111,Maharashtra,Osmanabad,Dengue,18,0,30-08-2023,31-08-2023
2023,35,MH/RGD/2023/35/111,Maharashtra,Raigad,Dengue,10,1,28-08-2023,01-09-2023
2023,35,MH/SGL/2023/35/111,Maharashtra,Sangli,Diarrheal,173,0,28-08-2023,28-08-2023
2023,35,MH/SIN/2023/35/112,Maharashtra,Sindhudurg,Malaria,15,0,28-08-2023,28-08-2023
2023,35,MH/SHO/2023/35/112,Maharashtra,Solapur,Diarrheal,16,0,28-08-2023,29-08-2023
2023,35,MH/WDH/2023/35/112,Maharashtra,Wardha,Food Poisoning,21,1,01-09-2023,02-09-2023
2023,35,MH/WDH/2023/35/112,Maharashtra,Wardha,Fever,16,0,28-08-2023,28-08-2023
2023,35,MH/WDH/2023/35/112,Maharashtra,Washim,Fever,5,0,26-08-2023,28-08-2023
2023,35,MH/WDH/2023/35/112,Maharashtra,Washim,Fever,6,0,26-08-2023,28-08-2023
2023,36,MH/AKL/2023/36/117,Maharashtra,Akola,Diarrheal,136,0,04-09-2023,06-09-2023
2023,36,MH/KOP/2023/36/117,Maharashtra,Kolhapur,Zika Virus,3,0,04-09-2023,06-09-2023
2023,36,MH/KOP/2023/36/118,Maharashtra,Kolhapur,Dengue,22,0,05-09-2023,05-09-2023
2023,36,MH/PNE/2023/36/118,Maharashtra,Pune,Dengue,29,1,01-09-2023,04-09-2023
2023,36,MH/WDH/2023/36/118,Maharashtra,Wardha,Food Poisoning,10,1,02-09-2023,07-09-2023
2023,36,MH/YVT/2023/36/118,Maharashtra,Yavatmal,Dengue,7,0,09-09-2023,09-09-2023
2023,37,MH/AMR/2023/37/122,Maharashtra,Amravati,Dengue,10,1,11-09-2023,12-09-2023
2023,37,MH/BED/2023/37/123,Maharashtra,Beed,Fever,5,1,14-09-2023,14-09-2023
2023,37,MH/BED/2023/37/123,Maharashtra,Beed,Dengue,5,1,11-09-2023,14-09-2023
2023,37,MH/LTR/2023/37/123,Maharashtra,Latur,Dengue,4,0,11-09-2023,11-09-2023
2023,37,MH/PRB/2023/37/123,Maharashtra,Parbhani,Dengue,24,1,11-09-2023,12-09-2023
2023,37,MH/PNE/2023/37/123,Maharashtra,Pune,Chikungunya,9,0,08-09-2023,12-09-2023
2023,37,MH/RGD/2023/37/123,Maharashtra,Raigad,Malaria,4,1,12-09-2023,15-09-2023
2023,37,MH/RGD/2023/37/123,Maharashtra,Raigad,Dengue,3,1,09-09-2023,12-09-2023
2023,37,MH/THN/2023/37/123,Maharashtra,Thane,Malaria,3,1,14-09-2023,16-09-2023
2023,37,MH/WAS/2023/37/123,Maharashtra,Washim,Dengue,9,0,15-09-2023,15-09-2023
2023,37,MH/JLN/2023/37/125,Maharashtra,Jalna,Dengue,6,1,04-09-2023,05-09-2023
2023,38,MH/BED/2023/37/128,Maharashtra,Beed,Dengue,5,1,21-09-2023,22-09-2023
2023,38,MH/CND/2023/37/128,Maharashtra,Chandrapur,Dengue,9,1,16-09-2023,20-09-2023
2023,38,MH/CND/2023/37/128,Maharashtra,Chandrapur,Malaria,14,1,18-09-2023,18-09-2023
2023,38,MH/JGA/2023/37/128,Maharashtra,Jalgaon,Dengue,40,1,15-09-2023,19-09-2023
2023,38,MH/PRB/2023/37/128,Maharashtra,Parbhani,Dengue,13,1,21-09-2023,22-09-2023
2023,38,MH/PRB/2023/37/129,Maharashtra,Parbhani,Dengue,6,1,20-09-2023,22-09-2023
2023,38,MH/THN/2023/37/129,Maharashtra,Thane,Dengue,7,1,15-09-2023,23-09-2023
2023,38,MH/THN/2023/37/129,Maharashtra,Thane,Dengue,5,1,22-09-2023,22-09-2023
2023,38,MH/AGB/2023/37/130,Maharashtra,Aurangabad,Fever,14,1,14-09-2023,15-09-2023
2023,38,MH/NAS/2023/37/130,Maharashtra,Nashik,Food Poisoning,40,0,12-09-2023,13-09-2023
2023,39,MH/AGB/2023/39/133,Maharashtra,Aurangabad,Dengue,3,1,27-09-2023,28-09-2023
2023,39,MH/BED/2023/39/133,Maharashtra,Beed,Dengue,10,0,29-09-2023,29-09-2023
2023,39,MH/NAN/2023/39/133,Maharashtra,Nanded,Diarrheal,46,0,24-09-2023,26-09-2023
2023,39,MH/THN/2023/39/134,Maharashtra,Thane,Dengue,6,1,12-09-2023,13-09-2023
2023,40,MH/AMR/2023/40/138,Maharashtra,Amravati,Dengue,26,1,13-09-2023,05-10-2023
2023,40,MH/BED/2023/40/138,Maharashtra,Beed,Dengue,5,1,14-09-2023,06-10-2023
2023,40,MH/NAG/2023/40/138,Maharashtra,Nagpur,Dengue,89,1,15-09-2023,06-10-2023
2023,40,MH/RGD/2023/40/138,Maharashtra,Raigad,Dengue,6,1,16-09-2023,06-10-2023
2023,40,MH/SGL/2023/40/138,Maharashtra,Sangli,Zika Virus,1,0,17-09-2023,03-10-2023
2023,40,MH/THN/2023/40/138,Maharashtra,Thane,Dengue,3,1,18-09-2023,04-10-2023
2023,40,MH/THN/2023/40/138,Maharashtra,Thane,Dengue,7,1,19-09-2023,03-10-2023
2023,40,MH/WAS/2023/40/138,Maharashtra,Washim,Diarrheal,75,0,20-09-2023,03-10-2023
2023,40,MH/STA/2023/40/139,Maharashtra,Satara,Chikungunya,13,0,21-09-2023,22-09-2023
2023,40,MH/THN/2023/40/140,Maharashtra,Thane,Fever,2,1,22-09-2023,23-09-2023
2023,41,MH/AGB/2023/41/142,Maharashtra,Aurangabad,Dengue,4,1,23-09-2023,14-10-2023
2023,41,MH/BUL/2023/41/143,Maharashtra,Buldhana,Dengue,24,0,24-09-2023,12-10-2023
2023,41,MH/PNE/2023/41/143,Maharashtra,Pune,Dengue,59,1,25-09-2023,09-10-2023
2023,41,MH/SHO/2023/41/143,Maharashtra,Solapur,Diarrheal,32,0,26-09-2023,13-10-2023
2023,41,MH/YVT/2023/41/143,Maharashtra,Yavatmal,Diarrheal,27,0,27-09-2023,10-10-2023
2023,42,MH/AGB/2023/42/147,Maharashtra,Aurangabad,Dengue,5,0,28-09-2023,16-10-2023
2023,42,MH/BED/2023/42/147,Maharashtra,Beed,Dengue,5,1,29-09-2023,20-10-2023
2023,42,MH/BED/2023/42/147,Maharashtra,Beed,Dengue,5,0,30-09-2023,17-10-2023
2023,42,MH/DHL/2023/42/147,Maharashtra,Dhule,Dengue,12,1,01-10-2023,17-10-2023
2023,42,MH/DHL/2023/42/148,Maharashtra,Dhule,Dengue,18,1,02-10-2023,16-10-2023
2023,42,MH/GAD/2023/42/148,Maharashtra,Gadchiroli,Dengue,3,1,03-10-2023,21-10-2023
2023,42,MH/KOP/2023/42/148,Maharashtra,Kolhapur,Chikungunya,145,0,04-10-2023,19-10-2023
2023,42,MH/NAG/2023/42/148,Maharashtra,Nagpur,Dengue,9,1,05-10-2023,19-10-2023
2023,42,MH/NAN/2023/42/148,Maharashtra,Nanded,Dengue,8,0,06-10-2023,18-10-2023
2023,42,MH/NAN/2023/42/148,Maharashtra,Nanded,Dengue,6,0,07-10-2023,17-10-2023
2023,42,MH/OSM/2023/42/148,Maharashtra,Osmanabad,Food Poisoning,11,1,08-10-2023,18-10-2023
2023,42,MH/PRB/2023/42/148,Maharashtra,Parbhani,Dengue,19,1,09-10-2023,16-10-2023
2023,42,MH/THN/2023/42/148,Maharashtra,Thane,Dengue,1,1,10-10-2023,21-10-2023
2023,42,MH/NAN/2023/42/150,Maharashtra,Nanded,Dengue,11,0,11-10-2023,22-10-2023
2023,42,MH/NAN/2023/42/150,Maharashtra,Nanded,Dengue,12,0,12-10-2023,23-10-2023
2023,42,MH/NAN/2023/42/150,Maharashtra,Nanded,Food Poisoning,10,1,13-10-2023,24-10-2023
2023,42,MH/THN/2023/42/151,Maharashtra,Thane,Dengue,10,0,14-10-2023,25-10-2023
